#,Text,LogKind,Unknown0,Unknown1,Unknown_70,Unknown2
524,   吸收了UNKNOWN點MP。,45,1,0,0,False
525,   吸收了UNKNOWN點技力。,45,1,0,0,False
526,   對附加了「」的效果。,46,1,0,0,False
527,   對附加了「」的效果。,47,1,0,0,False
528,   「」效果發動。,46,1,0,0,False
529,   受到了UNKNOWN點MP傷害。,41,1,0,0,False
530,   受到了UNKNOWN點技力傷害。,41,1,0,0,False
531,   的「」狀態效果消失了。,48,1,0,0,False
532,   的「」狀態效果消失了。,49,1,0,0,False
533,發動了「UNKNOWN」。,43,1,0,0,False
534,詠唱了「UNKNOWN」。,43,1,0,0,False
535,使用了「」。,44,1,0,0,False
536,   仇恨提高。,41,1,0,0,False
537,中斷了發動「UNKNOWN」。,43,1,0,0,False
538,中斷了詠唱「UNKNOWN」。,43,1,0,0,False
539,中斷了使用「」。,44,1,0,0,False
540,的「UNKNOWN」被打斷了。,43,1,0,0,False
541,的「UNKNOWN」被打斷了。,43,1,0,0,False
542,的「」被打斷了。,44,1,0,0,False
543,目標處於有效範圍之外，的「UNKNOWN」中斷了。,43,1,0,0,False
544,目標處於有效範圍之外，的「UNKNOWN」中斷了。,43,1,0,0,False
545,目標處於有效範圍之外，的「」中斷了。,44,1,0,0,False
546,目標處於無法戰鬥的狀態，的「UNKNOWN」中斷了。,43,1,0,0,False
547,目標處於無法戰鬥的狀態，的「UNKNOWN」中斷了。,43,1,0,0,False
548,目標處於無法戰鬥的狀態，的「」中斷了。,44,1,0,0,False
549,UNKNOWN連鎖成功！ 下次連鎖有效期為UNKNOWN秒。,58,1,0,0,False
550,的「」狀態效果消失了。,48,1,0,0,False
551,的「」狀態效果消失了。,49,1,0,0,False
552,學會了「UNKNOWN」技能。,64,1,0,0,False
553,學會了「」特性。,64,1,0,0,False
554,獲得了UNKNOWN點成長點數。,64,33,0,0,False
555,召喚了同伴  又有UNKNOWN個敵人加入戰鬥！,58,1,0,0,False
556,的生命倒數：UNKNOWN,58,1,0,0,False
557,將打倒了。,58,1,0,0,False
558,被打倒了。,58,1,0,0,False
559,被打倒了。,58,1,0,0,False
560,從無法戰鬥狀態復甦了。,58,1,0,0,False
561,的職業轉換成了「」。,57,1,0,0,False
562,看不到目標。,60,8,0,0,False
563,無法指定目標。,60,8,0,0,False
564,目標處於無法戰鬥狀態。,60,8,0,0,False
565,目標在範圍之外。,60,256,0,0,False
566,目標在射程之外。,60,256,0,0,False
567,HP不足。,60,256,0,0,False
568,MP不足。,60,256,0,0,False
569,技力不足。,60,256,0,0,False
570,GP不足。,60,8,0,0,False
571,CP不足。,60,8,0,0,False
572,沒有滿足發動條件。,60,256,0,0,False
573,該技能還沒有學會。,60,8,0,0,False
574,在目前職業下無法使用。,60,8,0,0,False
575,在戰鬥中無法使用。,60,8,0,0,False
576,移動中無法詠唱魔法。,60,8,0,0,False
577,詠唱被中斷了。,43,1,0,0,False
578,詠唱失敗了。,43,1,0,0,False
579,目前狀態無法使用。,60,256,0,0,False
580,詠唱時無法使用。,60,256,0,0,False
581,受到狀態限制。,60,8,0,0,False
582,該動作暫時無法發動。,60,256,0,0,False
583,沒有道具。,60,8,0,0,False
584,該技能只能在採集時使用。,60,8,0,0,False
585,該技能無法在採集時使用。,60,8,0,0,False
586,該技能只能在製作與製作練習時使用。,60,8,0,0,False
587,該技能無法在製作或製作練習時使用。,60,8,0,0,False
588,獲得了0點經驗值。,64,1,0,0,False
589,的「」職業獲得了0點經驗值。,64,1,0,0,False
590,等級提升了！  升到了UNKNOWN級。,64,1,0,0,False
591,等級提升了！  的「」職業升到了UNKNOWN級。,64,1,0,0,False
592,在過場劇情中無法使用。,60,8,0,0,False
593,在這裡無法使用。,60,8,0,0,False
594,發動攻擊  對無效。,42,1,0,0,False
595,   無效！沒有受到傷害。,42,1,0,0,False
596,   完全抵抗住了「」。,42,1,0,0,False
597,無法發動自動攻擊，目標在範圍之外。,60,8,0,0,False
598,無法發動自動攻擊，目標在射程之外。,60,8,0,0,False
599,無法發動自動攻擊，目標在視野之外。,60,8,0,0,False
600,   失誤！,42,1,0,0,False
601,「UNKNOWN」恢復了UNKNOWNHP。,45,1,0,0,False
602,「UNKNOWN」恢復了UNKNOWN點MP。,45,1,0,0,False
603,附加了「」效果。,46,1,0,0,False
604,陷入了「」效果。,47,1,0,0,False
605,「」壞掉了！,57,33,0,0,False
606,無法使用，目標正處於特殊狀態。,60,8,0,0,False
607,   令「」無效化了。,42,1,0,0,False
608,已經學會召喚該寵物的技能了。,60,8,0,0,False
609,學會了呼叫寵物的技能「」。,64,33,0,0,False
610,學會了呼叫坐騎的技能「」。,64,33,0,0,False
611,   對沒有效果。,42,1,0,0,False
612,   對沒有效果。,42,1,0,0,False
613,「UNKNOWN」發動失敗。,60,8,0,0,False
614,無法使用道具，目標等級過高。,60,8,0,0,False
615,破壞了。,58,1,0,0,False
616,,60,8,0,0,False
617,被破壞了。,58,1,0,0,False
618,等級被同步到了UNKNOWN級。,57,33,0,0,False
619,等級同步已解除。,57,33,0,0,False
620,耐久度未滿100%的物品無法放入收藏櫃中。,60,33,0,0,False
621,收藏櫃中已經保存了同樣的物品，無法重複收藏。,60,33,0,0,False
622,無法取出物品，背包已滿。,60,33,0,0,False
623,無法取出物品，帶有珍稀屬性的物品只能持有一個。,60,33,0,0,False
624,將保存到了收藏櫃中。,57,1,0,0,False
625,將從收藏櫃中取了出來。,57,1,0,0,False
626,將靈災中損失的×UNKNOWN從收藏櫃中取了出來。,57,1,0,0,False
627,無法取出物品，背包已滿。,60,33,0,0,False
628,無法取出物品，帶有珍稀屬性的物品只能持有一個。,60,33,0,0,False
629,無法收藏正在裝備中的物品。,60,33,0,0,False
630,抵抗住了的攻擊！,42,1,0,0,False
631,   恢復了UNKNOWN點GP。,45,1,0,0,False
632,目前職業的配點回到了初始狀態。,64,1,0,0,False
633,受到了敵人的攻擊，退出中斷了。,60,9,0,0,False
634,召喚獸正在執行其他命令。,60,8,0,0,False
635,無法發動技能，目前沒有召喚出召喚獸。,60,8,0,0,False
636,目前召喚出的召喚獸無法使用該技能。,60,256,0,0,False
637,無法下達該技能命令。,60,8,0,0,False
638,召喚獸處於自主戰鬥狀態，無法下達發動技能的命令。,60,8,0,0,False
639,無法在PvP區域使用。,60,256,0,0,False
640,離開了。,57,1,0,0,False
641,命令已經下達。,60,8,0,0,False
642,對下達了「」命令。,58,1,0,0,False
643,已經獲得了這一坐騎。,60,8,0,0,False
644,無法使用，目前已經獲得了重新創建人物形象的權利。,60,9,0,0,False
645,已獲得一次重新創建人物形象的權利，請脫下所有防具、飾品和臉部配件之後退出。,57,33,0,0,False
646,乘上了。,43,1,0,0,False
647,目前狀態下無法使用。,60,8,0,0,False
648,距離過遠。,60,8,0,0,False
649,沒有操作的許可權。,60,8,0,0,False
650,無法使用，已經壞掉了。,60,8,0,0,False
651,無法使用，其他玩家正在操作。,60,8,0,0,False
652,無法使用，彈匣中沒有彈藥了。,60,8,0,0,False
653,目前沒有呼叫坐騎的許可權，還沒有獲得專屬陸行鳥。,60,8,0,0,False
654,這裡無法呼叫出坐騎。,60,8,0,0,False
655,可以從特殊快速鍵選擇「跳下」離開目前坐騎。,60,8,0,0,False
656,該技能只能在PvP區使用。,60,256,0,0,False
657,獲得了0枚。,62,1,0,0,False
658,數量已達到上限，無法獲得更多的。,60,9,0,0,False
659,獲得了0點PvP經驗值。,64,1,0,0,False
660,PvP等級提升了！ 的PvP等級升到了UNKNOWN。,64,1,0,0,False
661,無法丟棄。,60,8,0,0,False
662,無法裝備，目前PvP等級不足。,60,9,0,0,False
663,該道具只能在決鬥及紛爭前線區域內使用。,60,8,0,0,False
664,PvP技能的習得情況已還原到初始狀態。,64,1,0,0,False
665,無法召喚非對應大國防聯軍的寵物。,60,8,0,0,False
666,無法使用，搭檔參戰還沒有開放。,60,8,0,0,False
667,無法學習，技能點不足。,60,9,0,0,False
668,等級同步的限制下無法使用。,60,8,0,0,False
669,向下達了「」的命令。,58,1,0,0,False
670,無法接收郵件。附件中的Gil和道具已經回收。,60,9,0,0,False
671,無法接收郵件。正在回收附件中的Gil和道具。,60,9,0,0,False
672,成功將×UNKNOWN附加到了郵件中。,57,1,0,0,False
673,成功將0Gil附加到了郵件中。,57,1,0,0,False
674,回收了×UNKNOWN。,57,1,0,0,False
675,回收了0Gil。,57,1,0,0,False
676,郵件發送失敗，附件中的Gil和道具已經回收。,60,9,0,0,False
677,郵件發送失敗，正在回收附件中的Gil和道具。,60,9,0,0,False
678,無法接受郵件中的珍稀道具，背包中已有同樣的物品。,60,9,0,0,False
679,無法將線上狀態設定為「新人」，現在已經不再是新人了。,60,9,0,0,False
680,向期望列表中添加道具失敗。,60,9,0,0,False
681,該道具已經添加到期望列表中了。,60,9,0,0,False
682,從期望列表中刪除道具失敗。,60,9,0,0,False
683,該道具沒有添加到期望列表中。,60,9,0,0,False
684,期望列表是空的。,60,9,0,0,False
685,"目前的「專家」無法裝備「」。
必須先更換主手轉職成「」。",60,9,0,0,False
686,"目前特職「」無法轉成特職「」。
要轉成「」必須先更換主手武器轉到「」職業。",60,9,0,0,False
687,"我們已對您在服務台提交的問題進行過檢查並做出了回覆。
請打開服務台在「最新回應及通知」中進行查看。",57,33,0,0,False
688,在PvP區域內無法將PvP技能恢復到初始狀態。,60,9,0,0,False
689,現在無法更換武器。,60,9,0,0,False
690,該任務中無法使用悄悄話。,60,9,0,0,False
691,目標處於任務中，無法發送悄悄話。,60,9,0,0,False
692,無法進行特職轉換，身上裝備有職業專用武器。,60,9,0,0,False
693,無法進行特職轉換，身上裝備有特職專用武器。,60,9,0,0,False
694,無法裝備，目前沒有特職的靈魂水晶。,60,9,0,0,False
695,無法連接到任務搜尋伺服器。請稍後再試，給您帶來不便敬請諒解。,60,9,0,0,False
696,任務啟動失敗，即將返回標題。（UNKNOWN）,60,9,0,0,False
697,現在無法編輯套裝。,60,9,0,0,False
698,將「」添加到了套裝中。,57,1,0,0,False
699,將「」從套裝中解除了。,57,1,0,0,False
700,裝備了「」。,57,1,0,0,False
701,脫下了「」。,57,1,0,0,False
702,該道具無法裝備到目前位置。,60,9,0,0,False
703,目前職業無法裝備。,60,9,0,0,False
704,此為種族專屬裝備。,60,9,0,0,False
705,此為男性專屬裝備。,60,9,0,0,False
706,此為女性專屬裝備。,60,9,0,0,False
707,等級不足，無法裝備。,60,9,0,0,False
708,現在無法更換裝備。,60,9,0,0,False
709,無法更換裝備，兵裝庫已滿，無法存放替換下來的裝備。,60,9,0,0,False
710,請先裝備主手武器。,60,9,0,0,False
711,無法取下武器。,60,9,0,0,False
712,無法取下內衣褲。,60,9,0,0,False
713,無法裝備「」。,60,9,0,0,False
714,無法裝備未練成職業的物品。,60,9,0,0,False
715,無法移動道具，請再試一次。（正在與伺服器同步）,60,9,0,0,False
716,無法移動道具，請再試一次。（正在讀取資料）,60,9,0,0,False
717,該套裝沒有設定主武器。,60,9,0,0,False
718,該套裝沒有設定內褲。,60,9,0,0,False
719,該套裝沒有設定內衣。,60,9,0,0,False
720,捨棄了「」 ×UNKNOWN。,57,1,0,0,False
721,無法拆分物品。,60,9,0,0,False
722,無法轉換職業。轉職後更換下來的裝備無法存放到兵裝庫中。,60,9,0,0,False
723,商品出售價格發生了變化。,57,33,0,0,False
724,商品收購價格發生了變化。,57,33,0,0,False
725,「UNKNOWN」出現問題：該命令不存在。,60,1,0,0,False
726,「UNKNOWN」出現問題：該命令現在無法使用。,60,1,0,0,False
727,無法離開該區域。,60,8,0,0,False
728,「UNKNOWN」出現問題：目前沒有組成小隊。,60,1,0,0,False
729,「UNKNOWN」出現問題：無法對目前目標使用。,60,1,0,0,False
730,現在無法更換職業或特職。,60,9,0,0,False
731,設定無法變更。,60,8,0,0,False
732,進入了休息區。,57,1,0,0,False
733,離開了休息區。,57,1,0,0,False
734,從市場購買了「」×UNKNOWN。,57,1,0,0,False
735,從市場購買了「」。,57,1,0,0,False
736,從僱員那裡收到了Gil。,57,1,0,0,False
737,將Gil交給了僱員。,57,1,0,0,False
738,無法向已經開始出售的列表中追加道具。,60,9,0,0,False
739,只有正在出售物品的僱員才能向列表中追加道具。,60,9,0,0,False
740,出售價格更改成功。,57,1,0,0,False
741,出售列表已滿。,60,9,0,0,False
742,無法在市場出售該道具。,60,9,0,0,False
743,「」已經綁定。,57,1,0,0,False
744,「」的精煉度升到了100%！,57,1,0,0,False
745,在市場以0的價格出售的「」×0成功售出，獲得了0Gil。,71,17,1,0,False
746,耐久度低於100%的物品無法出售。,60,9,0,0,False
747,無法脫下裝備，兵裝庫已滿。,60,9,0,0,False
748,在市場以0的價格出售的「」成功售出，獲得了0Gil。,71,17,1,0,False
749,無法在悄悄話、說話、呼喊以及喊話頻道連續發言。,60,1,0,0,False
750,獲得了「」。,62,1,0,0,False
751,獲得了「」×UNKNOWN。,62,1,0,0,False
752,無法裝備非所屬軍隊的裝備。,60,9,0,0,False
753,無法行非所屬軍隊的軍禮。,60,9,0,0,False
754,目前伺服器繁忙，無法切換區域。請稍後再試。,60,9,0,0,False
755,套裝「UNKNOWN」的裝備配置更改完畢。,57,33,0,0,False
756,套裝「UNKNOWN」的裝備配置保存完畢。,57,33,0,0,False
757,套裝「UNKNOWN」的裝備配置刪除完畢。,57,33,0,0,False
758,裝備已恢復原樣。,57,33,0,0,False
759,無法更改套裝「UNKNOWN」的裝備配置，兵裝庫已滿。,60,9,0,0,False
760,無法更改套裝「UNKNOWN」的裝備配置，缺少必要的裝備。,60,9,0,0,False
761,成功裝備了套裝UNKNOWN「UNKNOWN」，不過仍缺少必要的裝備。,57,33,0,0,False
762,無法將裝備恢復原樣，兵裝庫已滿。,60,9,0,0,False
763,無法將裝備恢復原樣，缺少必要的裝備。,60,9,0,0,False
764,裝備已恢復原樣，不過仍缺少必要的裝備。,57,33,0,0,False
765,指定的套裝存在問題。,60,9,0,0,False
766,指定的套裝存在問題。,60,9,0,0,False
767,套裝欄已滿，無法保存。,60,9,0,0,False
768,指定的套裝存在問題。,60,9,0,0,False
769,指定的套裝存在問題。,60,9,0,0,False
770,套裝UNKNOWN「UNKNOWN」,57,1,0,0,False
771,  主手：,57,1,0,0,False
772,  副手：,57,1,0,0,False
773,  頭部：,57,1,0,0,False
774,  身體：,57,1,0,0,False
775,  手臂：,57,1,0,0,False
776,  腰帶：,57,1,0,0,False
777,  腿部：,57,1,0,0,False
778,  腳部：,57,1,0,0,False
779,  耳部：,57,1,0,0,False
780,  頸部：,57,1,0,0,False
781,  腕部：,57,1,0,0,False
782,  右指：,57,1,0,0,False
783,  左指：,57,1,0,0,False
784,  靈魂水晶：,57,1,0,0,False
785,兵裝庫已滿。,60,9,0,0,False
786,兵裝庫中無法存放裝備以外的物品。,60,9,0,0,False
787,兵裝庫中無法存放其他部位的裝備。,60,9,0,0,False
788,將存放到了兵裝庫中。,57,1,0,0,False
789,將放回到了背包中。,57,1,0,0,False
790,,0,0,0,0,False
791,目前沒有可以染色的裝備。,60,9,0,0,False
792,目前沒有。,60,9,0,0,False
793,染色失敗……,60,9,0,0,False
794,染色成功。,57,33,0,0,False
795,恢復了原本的顏色。,57,33,0,0,False
796,已經染過指定顏色了。,60,9,0,0,False
797,還沒有染色過。,60,9,0,0,False
798,無法裝備，正在使用雙手武器，左手已被佔用。,60,9,0,0,False
799,   結成了UNKNOWN。,46,1,0,0,False
800,"沒有開啟文本貼上功能。
可以在系統設定中的控制器設定裡進行修改。",60,9,0,0,False
801,設定修改成功。,57,32,0,0,False
802,放棄了修改中的設定。,57,32,1,0,False
803,截圖資料夾變更完畢。,57,32,0,0,False
804,沒有找到指定的資料夾。,60,8,0,0,False
805,無法變更為指定資料夾，該資料夾的屬性為「唯讀」。,60,8,0,0,False
806,裝備了「」。,57,1,0,0,False
807,脫下了「」。,57,1,0,0,False
808,該染劑無法使用在外部裝潢配件、庭具以及傢俱上。,60,8,0,0,False
809,"儲存各種設定與快速鍵的檔案為「唯讀」狀態，無法保存
請重新進行設定。",60,9,0,0,False
810,儲存檔案錯誤，設定保存失敗,60,9,0,0,False
811,設定修改成功。,57,32,0,0,False
812,放棄了修改中的設定。,57,32,0,0,False
813,"分類選擇目前處於無效狀態。
在角色設定中可以進行調整。",60,8,0,0,False
814,十字快速鍵已切換為PvP設置。,57,33,0,0,False
815,十字快速鍵已切換為通常設置。,57,33,0,0,False
816,這裡無法進行樂器演奏。,60,8,0,0,False
817,未滿足條件，無法進行樂器演奏。,60,8,0,0,False
818,已取消樂器演奏。,60,9,0,0,False
819,已取消地面目標。,60,8,0,0,False
820,開始合奏準備確認。,57,1,0,0,False
821,該按鍵已經設置其他功能,60,8,0,0,False
822,"合奏準備確認完成。
開始準備小節。",57,33,0,0,False
