#,Name,Description,Icon,ParamModifier,VFX,Log,Unknown0,MaxStacks,ClassJobCategory,StatusCategory,HitEffect,PartyListPriority,CanIncreaseRewards,ParamEffect,TargetType,Flags,Flag2,Unknown_70_1,Unknown2,LockMovement,Unknown3,LockActions,LockControl,Transfiguration,IsGaze,CanDispel,InflictedByActor,IsPermanent,NoLogVfx,Unknown5,CanStatusOff,IsFcBuff,Invisibility,Unknown6,Unknown_70_2,Unknown7
145,战姿,魔法攻击所造成的伤害提高,210402,10,0,0,0,0,117,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
146,护盾,物理防御力及魔法防御力增强,210405,10,0,0,27,0,117,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
147,护盾,物理防御力及魔法防御力增强,210405,10,0,0,27,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
148,复活,接受别人发动的复活,210406,180,0,0,100,0,1,1,16,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,眩晕,无法做出任何行动,215004,0,0,0,0,0,1,2,3,100,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
150,医济,体力会随时间逐渐恢复,210413,10,0,0,0,0,25,1,16,5,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
151,石肤,将皮肤硬质化，可以抵消一定伤害,210401,100,0,0,0,0,1,1,16,30,0,0,0,12,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152,石肤（物理攻击）,将皮肤硬质化，可以抵消一定物理伤害,215041,100,0,0,0,0,1,1,16,30,0,0,0,12,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
153,石肤（魔法攻击）,将皮肤硬质化，可以抵消一定魔法伤害,215042,100,0,0,0,0,1,1,16,30,0,0,0,12,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
154,女神的加护,魔力持续恢复,210408,60,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155,救疗效果提高,下次咏唱救疗时不会消耗魔力,210410,0,0,0,0,0,1,1,16,0,2,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
156,愈疗效果提高,下次咏唱愈疗时消耗魔力减半,210411,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
157,神速咏唱,自动攻击间隔时间缩短，魔法的咏唱时间和复唱时间缩短,212627,-15,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
158,再生,体力会随时间逐渐恢复,212626,10,0,0,0,0,25,1,16,5,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
159,神封印,发动治疗魔法的治疗量提高,210407,30,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
160,沉稳咏唱,下次魔法咏唱不会被攻击打断,210452,0,0,0,0,0,120,1,16,0,0,0,0,34,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
161,闪雷,雷属性持续伤害，体力逐渐流失,210457,10,0,0,62,0,1,2,17,10,0,0,0,0,0,0,5,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
162,震雷,雷属性持续伤害，体力逐渐流失,210458,10,0,0,62,0,1,2,17,10,0,0,0,0,0,0,5,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
163,暴雷,雷属性持续伤害，体力逐渐流失,210459,10,0,0,62,0,1,2,17,10,0,0,0,0,0,0,5,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
164,雷云,下次咏唱的雷系魔法在命中时将持续伤害的伤害量一并爆发出来，并且咏唱时间与消耗魔力均为0,210461,0,0,0,0,0,1,1,16,0,2,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
165,火苗,下次咏唱爆炎时不需要咏唱时间也不会消耗魔力,210460,0,0,0,0,0,1,1,16,0,2,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
166,士气高扬之策效果提高,下次咏唱士气高扬之策时不会消耗魔力,212804,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
167,即刻咏唱,下次咏唱魔法不需要咏唱时间,210454,0,0,0,0,0,120,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
168,魔罩,抵消一定伤害,210456,100,0,0,0,0,1,1,16,0,0,0,0,12,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
169,坚壁,抵消一定伤害,212651,100,0,0,0,0,1,1,16,0,0,0,0,12,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
170,万有复兴,减轻所受到的魔法伤害,210451,-10,0,0,0,0,116,1,16,5,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
171,灾厄,无法附加万有复兴状态,212652,0,0,0,0,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
172,虚弱,自身所受的治疗魔法效果降低,215531,-50,0,0,0,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
173,星极火,"灵魂中寄托了星极性
火属性魔法威力提高，同时消耗的魔力也提高
冰属性魔法威力降低，同时消耗的魔力也降低
魔力不会自然恢复",210463,0,11,0,42,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
174,星极火II,"灵魂中寄托了星极性
火属性魔法威力提高，同时消耗的魔力也提高
冰属性魔法威力降低，同时消耗的魔力也降低
魔力不会自然恢复",210464,0,12,0,42,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
175,星极火III,"灵魂中寄托了星极性
火属性魔法威力提高，同时消耗的魔力也提高
冰属性魔法威力降低，同时消耗的魔力也降低
冰属性魔法咏唱时间减半
魔力不会自然恢复",210465,0,13,0,42,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
176,灵极冰,"灵魂中寄托了灵极性
火属性魔法威力降低，同时消耗的魔力也降低
魔力自然恢复速度增加",210466,0,14,0,42,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
177,灵极冰II,"灵魂中寄托了灵极性
火属性魔法威力降低，同时消耗的魔力也降低
魔力自然恢复速度增加",210467,0,15,0,42,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
178,灵极冰III,"灵魂中寄托了灵极性
火属性魔法威力降低，同时消耗的魔力也降低
火属性魔法咏唱时间减半
魔力自然恢复速度增加",210468,0,16,0,42,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
179,毒菌,体力逐渐减少,210504,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,5,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
180,瘴气,体力逐渐减少,210506,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,5,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
181,病弱,移动速度降低，自身所受的治疗魔法效果也会降低,215014,-20,0,0,0,0,1,2,17,100,0,1,0,4,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
182,病毒,力量与灵巧有所降低,210510,-20,0,0,0,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
183,心病,智力与精神有所降低,210511,-20,0,0,0,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
184,维持,体力会随时间逐渐恢复,210508,5,0,0,0,0,1,1,16,5,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
185,以眼还眼,受到物理攻击时对攻击方附加状态，令其发动攻击时造成的伤害降低,213918,152,0,0,0,0,117,1,16,30,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
186,以眼还眼,攻击所造成的伤害降低,213919,-10,0,0,0,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
187,振奋,攻击所造成的伤害与治疗魔法威力有所提高,210509,20,0,0,0,0,1,1,16,30,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
188,瘴疠,体力逐渐减少,210507,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,5,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
189,猛毒菌,体力逐渐减少,210505,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,5,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
190,暗影核爆,在地上产生造成无属性伤害的危险区,210514,30,0,0,0,0,1,1,16,0,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
191,疾病,自身所受的治疗魔法效果降低,215531,-50,0,0,0,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
192,鞭策,物理攻击力与魔法攻击力有所提高,212679,10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
193,减速,自动攻击间隔延长，同时战技与魔法的咏唱及复唱时间也会延长,215009,5,0,0,5,0,1,2,13,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
194,铜墙铁盾,减轻所受到的伤害,216306,-10,0,0,112,0,113,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
195,坚守要塞,减轻所受到的伤害,216306,-20,0,0,112,0,113,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
196,终极堡垒,减轻所受到的伤害,216306,-50,0,0,112,0,20,1,16,0,0,0,0,41,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
197,火棘屏障,能够发动火属性反击,215508,100,0,0,19,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
198,冰棘屏障,能够发动冰属性反击，偶尔会追加减速效果,215501,100,0,0,19,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
199,电棘屏障,能够发动雷属性反击，偶尔会追加眩晕效果,215502,100,0,0,19,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
200,物理受伤加重,受到物理攻击的伤害增加,218001,10,0,0,36,4,1,2,17,100,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
201,眩晕,无法做出任何行动,215004,0,0,0,0,0,1,2,3,100,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
202,受伤加重,受到攻击的伤害增加,217101,10,0,0,40,8,1,2,17,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
203,蓄力,提升下次战技的攻击力,215507,100,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
204,魔法剑·火,令自动攻击附加火属性伤害,215509,100,0,0,20,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
205,魔法剑·冰,令自动攻击附加冰属性伤害,215510,100,0,0,20,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
206,魔法剑·风,令自动攻击附加风属性伤害,215511,100,0,0,20,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
207,魔法剑·土,令自动攻击附加土属性伤害,215512,100,0,0,20,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
208,魔法剑·雷,令自动攻击附加雷属性伤害,215513,100,0,0,20,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
209,魔法剑·水,令自动攻击附加水属性伤害,215514,100,0,0,20,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
210,死亡宣告,倒计时为0时会陷入无法战斗状态,215503,0,0,0,0,0,1,2,9,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
211,打磨好的菜刀,菜刀的攻击力提升,215515,0,0,0,20,0,1,1,16,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
212,识破,由于被识破而产生动摇，体力最大值降低,215076,-30,0,0,0,0,1,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
213,驯服成功,平稳下来不会再发动攻击,216301,0,0,0,0,0,1,2,17,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
214,驯服失败,驯服失败会惹怒目标，物理攻击力和魔法攻击力都会有所提高,216302,20,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215,伤害降低,攻击所造成的伤害降低,215520,-10,0,0,39,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
216,麻痹,身体部分机能出现异常，偶尔会无法行动,215006,33,0,0,0,0,1,2,5,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
217,三角测量,令当前可以进行采集的良材与草场可视化，并且在导向地图上显示出来,211051,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
218,采集获得率提升,采集中道具获得率提高,216002,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
219,采集获得数提升,采集中道具获得量提高,216003,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
220,采集优质获得率提升,"采集时获得优质道具的几率增加
不过对玩家无法获取的优质道具及无优质的道具没有影响",216004,0,0,0,17,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
221,丛林之相,发现未知的、传说的、梦幻的良材与草场，导向地图上也会显示出来,211057,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
222,山岳之相,发现未知的、传说的、梦幻的矿脉与石场，导向地图上也会显示出来,211007,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
